	hsa-let-7a	hsa-let-7a*	hsa-let-7b	hsa-let-7b*	hsa-let-7c	hsa-let-7d	hsa-let-7d*	hsa-let-7e	hsa-let-7f	hsa-let-7f-1*	hsa-let-7f-2*	hsa-let-7g	hsa-let-7g*	hsa-let-7i	hsa-let-7i*	hsa-miR-1	hsa-miR-101	hsa-miR-103-2*	hsa-miR-105*	hsa-miR-106a	hsa-miR-106b	hsa-miR-106b*	hsa-miR-107	hsa-miR-10a	hsa-miR-10b	hsa-miR-1204	hsa-miR-122	hsa-miR-1224-3p	hsa-miR-1249	hsa-miR-125a-5p	hsa-miR-125b	hsa-miR-126	hsa-miR-1260	hsa-miR-1266	hsa-miR-127-3p	hsa-miR-128	hsa-miR-130a	hsa-miR-130b	hsa-miR-130b*	hsa-miR-132	hsa-miR-133a	hsa-miR-133b	hsa-miR-134	hsa-miR-136	hsa-miR-139-5p	hsa-miR-140-5p	hsa-miR-141	hsa-miR-142-3p	hsa-miR-142-5p	hsa-miR-143	hsa-miR-143*	hsa-miR-144	hsa-miR-144*	hsa-miR-145	hsa-miR-145*	hsa-miR-146a	hsa-miR-146b-5p	hsa-miR-148a	hsa-miR-148b	hsa-miR-150	hsa-miR-151-5p	hsa-miR-152	hsa-miR-1537	hsa-miR-1538	hsa-miR-154	hsa-miR-155	hsa-miR-15a	hsa-miR-15a*	hsa-miR-15b	hsa-miR-15b*	hsa-miR-16	hsa-miR-16-2*	hsa-miR-17	hsa-miR-17*	hsa-miR-181a	hsa-miR-181b	hsa-miR-181c	hsa-miR-181d	hsa-miR-182	hsa-miR-185	hsa-miR-186	hsa-miR-188-3p	hsa-miR-188-5p	hsa-miR-18a	hsa-miR-18a*	hsa-miR-18b	hsa-miR-1908	hsa-miR-1909	hsa-miR-1913	hsa-miR-192	hsa-miR-193a-5p	hsa-miR-193b	hsa-miR-194	hsa-miR-195	hsa-miR-196b	hsa-miR-197	hsa-miR-1972	hsa-miR-1974	hsa-miR-1979	hsa-miR-199a-3p	hsa-miR-199a-5p	hsa-miR-199b-5p	hsa-miR-19a	hsa-miR-200a	hsa-miR-200b	hsa-miR-200c	hsa-miR-205	hsa-miR-20a	hsa-miR-20a*	hsa-miR-20b	hsa-miR-21	hsa-miR-21*	hsa-miR-210	hsa-miR-2110	hsa-miR-214	hsa-miR-215	hsa-miR-22	hsa-miR-22*	hsa-miR-221	hsa-miR-222	hsa-miR-223	hsa-miR-223*	hsa-miR-23a	hsa-miR-23b	hsa-miR-24	hsa-miR-24-2*	hsa-miR-25	hsa-miR-26a	hsa-miR-26b	hsa-miR-26b*	hsa-miR-27a	hsa-miR-27b	hsa-miR-28-3p	hsa-miR-28-5p	hsa-miR-296-5p	hsa-miR-29a	hsa-miR-29a*	hsa-miR-29b	hsa-miR-29b-1*	hsa-miR-29b-2*	hsa-miR-29c	hsa-miR-29c*	hsa-miR-301a	hsa-miR-301b	hsa-miR-302a	hsa-miR-30a	hsa-miR-30a*	hsa-miR-30b	hsa-miR-30c	hsa-miR-30d	hsa-miR-30e	hsa-miR-30e*	hsa-miR-31	hsa-miR-32	hsa-miR-320a	hsa-miR-320b	hsa-miR-324-3p	hsa-miR-324-5p	hsa-miR-326	hsa-miR-328	hsa-miR-329	hsa-miR-331-3p	hsa-miR-335	hsa-miR-337-3p	hsa-miR-338-3p	hsa-miR-339-3p	hsa-miR-339-5p	hsa-miR-33a	hsa-miR-33b	hsa-miR-340	hsa-miR-340*	hsa-miR-342-3p	hsa-miR-342-5p	hsa-miR-346	hsa-miR-34a	hsa-miR-361-3p	hsa-miR-363	hsa-miR-365	hsa-miR-370	hsa-miR-373*	hsa-miR-374b	hsa-miR-375	hsa-miR-376a	hsa-miR-376b	hsa-miR-376c	hsa-miR-377	hsa-miR-378	hsa-miR-378*	hsa-miR-379	hsa-miR-382	hsa-miR-409-3p	hsa-miR-410	hsa-miR-421	hsa-miR-423-3p	hsa-miR-423-5p	hsa-miR-424	hsa-miR-425	hsa-miR-425*	hsa-miR-431	hsa-miR-451	hsa-miR-452	hsa-miR-483-3p	hsa-miR-484	hsa-miR-485-3p	hsa-miR-486-3p	hsa-miR-486-5p	hsa-miR-487b	hsa-miR-490-3p	hsa-miR-491-5p	hsa-miR-495	hsa-miR-497	hsa-miR-500	hsa-miR-501-3p	hsa-miR-501-5p	hsa-miR-502-3p	hsa-miR-502-5p	hsa-miR-503	hsa-miR-505	hsa-miR-505*	hsa-miR-520a-3p	hsa-miR-532-3p	hsa-miR-532-5p	hsa-miR-543	hsa-miR-548c-5p	hsa-miR-550*	hsa-miR-551a	hsa-miR-551b	hsa-miR-574-3p	hsa-miR-576-5p	hsa-miR-582-5p	hsa-miR-584	hsa-miR-590-5p	hsa-miR-598	hsa-miR-605	hsa-miR-615-3p	hsa-miR-622	hsa-miR-624*	hsa-miR-625*	hsa-miR-627	hsa-miR-628-3p	hsa-miR-629	hsa-miR-632	hsa-miR-636	hsa-miR-638	hsa-miR-650	hsa-miR-652	hsa-miR-654-3p	hsa-miR-660	hsa-miR-663	hsa-miR-664	hsa-miR-671-5p	hsa-miR-675*	hsa-miR-7	hsa-miR-720	hsa-miR-744	hsa-miR-766	hsa-miR-769-5p	hsa-miR-877	hsa-miR-877*	hsa-miR-885-3p	hsa-miR-885-5p	hsa-miR-888	hsa-miR-92a	hsa-miR-92b	hsa-miR-93	hsa-miR-93*	hsa-miR-940	hsa-miR-942	hsa-miR-95	hsa-miR-96	hsa-miR-98	hsa-miR-99a	hsa-miR-99b	Target
c1	2.65351334	6.27763616	0.5749003399999992	5.028229159999999	4.859196339999997	3.256075339999999	0.15413933999999685	5.778231339999998	3.6173923399999985	7.77336116	7.110449160000002	0.8751913399999971	7.3439771600000014	1.7858433399999996	6.1218551599999955	4.907641339999998	0.6292283399999974	4.967287159999998	7.7257141599999954	-0.6062936600000022	3.4507973399999976	5.60108116	-0.02571066000000144	8.321795340000001	7.789148339999997	9.40613416	0.6592513399999973	7.18609816	7.742117159999999	3.86325334	4.246488339999999	-1.4182696600000035	8.537775159999995	8.59733816	7.068488339999995	5.6783933399999995	2.6940183399999995	5.947628340000001	7.197355160000001	6.286131339999997	4.847657339999998	4.894557339999999	9.466536339999998	5.305457339999997	6.29752234	3.399889339999998	7.10673834	-1.623003660000002	0.871640339999999	2.9405793399999993	8.355621159999998	-1.7156956600000015	3.127447159999999	2.3675563399999966	6.791841159999997	2.4532003399999986	5.603262339999997	1.882893339999999	2.238743339999999	0.3026553399999976	2.018523339999998	5.137475339999998	5.22204816	9.91658116	8.704981339999996	5.636648340000001	5.867262339999996	7.5921811599999955	1.1737163399999986	4.471136159999997	-2.4461246600000024	3.381735159999998	3.217421339999998	4.418806159999999	2.588904339999999	6.107378339999997	6.0823243399999996	8.236428339999996	7.9670823399999975	1.2672853399999973	2.842745339999997	4.319670159999998	7.888220339999997	5.140284339999997	6.296031339999999	3.912248339999998	6.33039316	6.372621160000001	10.061091159999997	3.066073339999999	8.255255339999998	6.0136823399999955	4.70932234	6.123065339999997	7.777033339999996	2.95458734	6.638281159999998	0.33499915999999885	0.19795133999999948	1.8489593399999968	2.351126339999997	5.690938339999995	3.597806339999998	7.950446339999999	10.13438334	6.997904339999998	5.8677853399999975	-1.2643216600000002	5.959646159999998	6.5460283399999994	-1.4314776600000023	7.709673339999995	4.804490339999997	7.715421159999998	9.393942339999995	3.77464934	1.8518933399999966	4.468867339999999	0.9972863399999987	1.8505903399999966	-4.799673660000003	4.6002011599999975	-1.2055946600000027	1.4373843399999977	-0.32108966000000194	5.346855159999997	0.6843843399999976	0.22050833999999853	2.209758339999997	6.523493160000001	0.21172433999999996	0.8229783399999988	3.7310031599999967	4.620591339999997	7.973414339999998	1.1220983399999973	6.795054159999999	3.7121703399999966	8.401373159999999	7.78766134	0.6810583399999999	6.9951151599999974	4.178406339999999	7.80975634	1.9754383399999966	7.0482813399999955	8.76194616	0.9388573399999984	1.552334339999998	3.6313063399999983	4.642439339999999	5.153573339999998	7.3113083399999965	2.7453793399999995	0.5270813399999987	0.05401615999999976	4.019743339999998	5.146561339999998	8.998171339999999	5.668058340000002	9.27639834	3.716851339999998	5.265612339999997	7.196678339999998	2.349671339999997	6.6902141599999965	5.831801339999998	5.694113340000001	7.385588339999998	8.074080339999995	7.510706159999998	2.388560339999998	9.975855159999995	8.957218339999997	4.986706339999998	7.044116339999995	3.7360713399999987	4.082158339999999	9.034255340000001	8.323158339999999	3.722733339999998	6.1237633399999964	6.973151340000001	7.106711339999997	5.714411339999998	7.972292339999996	3.981682339999999	8.985449160000002	7.89388134	7.754916340000001	6.126338339999997	8.986338339999996	7.625238339999996	2.08073834	3.1589232499999973	0.6515953399999965	1.6134313399999982	4.083408339999998	7.637064339999995	-6.10136666		6.938502339999999	1.8811443399999987	4.403685159999998	8.22682116	-0.03378366000000099	9.30372834	8.578475339999997	7.780573339999997	5.928648339999995	4.698592339999998	7.825034339999995	5.9543411599999985	7.386648340000001	5.527064159999998	7.370245339999997	8.76363834	5.4305983399999995	7.039053160000002		5.035086159999999	5.23632134	6.216041159999996	7.328521160000001	6.11635416	6.1268561599999956	6.062468339999995	4.843094339999997	9.545165339999997	6.2686753400000015	5.889918340000001	3.9293963399999967	6.0218643400000005	5.0507661599999985	10.116251339999998	8.017178340000001	9.246771160000002	8.07736834		7.363143340000001	10.16807034	6.476423159999996		8.375414159999998	8.758351159999997	2.283110339999997	8.11061316	4.990376339999997	8.203131339999999	6.48847816	9.467118339999999	9.448824160000001	9.351096339999998	0.37314833999999664	6.37913434	4.997058339999999	6.305401159999995		9.570071159999998	9.137514159999995	6.90085534	10.38563834	-0.9249816600000003	7.192308339999997	-0.5714556600000016	6.06925116	8.703993339999997	7.588801159999996	7.71843234	7.39056334	8.528124339999998	4.237484339999998	4.403666339999997	0
c2	2.61818684	6.610363660000004	0.047237840000001086	5.521718660000005	4.382677840000003	3.3568938400000015	-0.6042991600000001	6.229900839999999	3.3124428400000028	8.173036660000001	7.084213660000003	0.8120788400000016	7.940873660000001	1.2893008400000028	6.682513660000005	6.328530839999999	-0.3866251599999977	5.89817566	10.099439660000002	-1.1811041599999967	2.844964840000003	6.325658660000002	0.06699784000000264	9.628297840000002	7.6211838400000005		0.35781084000000263	6.5370466600000015	9.732427659999999	3.7585188400000007	3.3577068400000023	-1.7645911599999984	8.446283659999999	8.44064066	6.10621484	5.160085840000001	2.7893028400000013	6.526246839999999	7.192223660000003	5.251554840000001	5.372754839999999	5.929582840000002	6.619844839999999	5.82287084	5.039167840000001	3.97985684	6.41391084	-2.0928571599999977	0.5579508400000002	1.5859128400000024	7.707696660000003	-2.171709159999999	3.5469906600000023		7.529513659999999	2.4423708400000024	5.420553840000004	2.780410840000002	2.00210384	-0.01272915999999924	1.7172458400000004	3.920890840000002	5.757390659999999	10.058023660000003	7.409536840000001	5.745740840000003	5.4445438400000015	7.9319666600000005	0.7258818400000031	4.173749660000002	-3.685262159999997	3.320041660000001	3.4157168400000018	4.661093660000002	1.845410840000003	6.71349584	5.992660839999999	9.287794840000004	9.123945840000005	0.21323084000000136	2.543426840000002	5.776650660000001	7.397340839999998	4.08531984	7.8961358399999995	3.232381840000002	8.719319660000004	9.126813660000003	8.421475659999999	2.003621840000001	7.283777839999999	5.325567840000005	3.7948568400000013	5.668344840000003	8.079297840000002	2.81762084	9.643628660000005	2.1701406600000013	1.843362840000001	2.2966208400000028	2.51908684	5.31302084	2.657310840000001	7.48768484	9.006930840000003	6.821540840000004	6.9227048400000015	-1.8952271599999975	6.9072506600000025	6.066297840000004	-1.9014431599999995	7.815862840000001	4.057441840000003	7.937326660000004	9.71983084	2.7322108400000005	1.493030840000003	4.06893084	1.0638128400000006	1.7065968400000031	-5.16733116	5.321361660000001	-1.2737191599999989	0.8631438400000029	-0.4388541599999982	6.053269660000005	-0.2101391599999971	-0.06614315999999931	1.7616508400000015	8.007169660000002	-0.28688816000000017	0.2292768400000007	4.363143660000002	4.09209684	8.512758840000004	1.0796108400000008	7.279809660000005	3.1827448400000016	8.944337660000002	9.246450840000001	0.39510983999999993	7.111413660000004	3.617217840000002	6.727170839999999	1.8116018400000016	6.413465840000001	8.08653366	0.5161098400000022	1.556877840000002	3.0297758400000028	3.988435840000001	5.71478484	9.935666840000003	2.6793728400000028	-0.051902159999997366	0.23227066000000107	3.3500068400000025	3.826396840000001	8.835077840000004	4.735843840000001	8.663286840000005	3.261926840000001	4.985536840000002	6.993030840000003	2.579852840000001	6.235578660000002	4.87743184	6.991796839999999	6.5222008400000036	8.25896084	7.346333659999999	2.5545298400000007	8.10730366	8.362558839999998	4.889928840000003	7.037560840000005	3.1564698400000033	4.244338840000001	8.860460840000002	7.710702840000003	2.833051840000003	6.26807084	6.448950840000002		5.092204840000001	8.906690840000003	3.6582988400000005	7.918183660000004	8.172258840000005	7.928434840000001	7.604240840000003	8.500608839999998	6.775270840000005	1.8485398400000008	3.6624552500000007	0.96174684	0.8968798400000004	4.5429768400000015	9.330316840000002	-6.947864159999998		7.37814084	1.6301868400000004	6.532208660000002	8.396516660000003	-1.0050541599999967		7.292074840000005	6.376790839999998	6.960520840000001	4.727388840000003	6.91537684	6.23273966	6.798364840000005	6.179173660000004	6.964914839999999	6.1157478400000045	5.083150840000002	9.998283659999998		5.3985556599999995	4.892679840000003	8.70564366	9.089773659999999	5.149915660000001	7.183747660000002	5.035598840000002	4.555545840000001	8.751523840000004	4.865558840000002	5.908030840000002	3.47753784	6.47875784	6.201723659999999	9.637730840000003	8.64997684	6.64408366	5.996206839999999	8.50908484	7.534612840000001	5.764490840000001			8.80595366		1.9418168400000013	8.08957366	4.494760840000001	8.941450840000002	7.353403660000005	8.737905840000003	9.790223660000002	8.067922840000001	1.2224528400000025	5.6754138400000045	5.323728840000001	7.17627366	8.68990084	7.742425660000002	9.049687660000004	5.956384839999998		-1.64586216	8.613473840000005	-0.9542091599999978	6.12935366	8.540160839999999	8.184103659999998	8.557218840000004	7.75743284	7.877736840000004	4.495107840000003	4.565006840000002	0
c3	3.1184500899999996	8.201145910000001	0.8019810900000017	4.43569291	4.87943009	3.306208090000002	-1.8925919100000002	4.083208089999999	3.6251980900000014	6.919438910000004	6.305073910000004	1.4663750899999997		1.85529309	5.372544910000002	7.399782090000002	0.1504040900000021	5.504190909999998		-0.2780709100000003	3.8845480900000027	6.873505909999999	-0.03934890999999752	6.229116089999998	8.14429809		2.1837330900000005	5.863816910000004	7.1788689099999985	3.0000150900000015	4.75873309	-1.6728789099999979			4.309918090000004	4.926998089999998	3.0907280900000025	7.296268089999998	6.6695809100000005	6.392046090000001	5.409348090000002	5.587953089999999	5.943346089999999	3.3540550899999992	5.103525089999998	4.019983090000004	6.261768090000004	-2.8552079100000007	0.6478000900000005	2.438808090000002		-1.7444879100000001	4.706350909999998	2.6383570899999995	7.710236909999999	2.2210650899999997	5.828905089999999	2.7719550900000023	2.0831030900000016	0.02549108999999916	1.0977280900000004	6.013952090000004	5.456030910000003	7.571270910000003	7.032608090000004	6.0289820899999995	6.6871240899999975	7.185890909999998	1.0351430900000018	5.403332910000003	-2.4155389099999987	4.701270909999998	4.294588089999998	5.726048910000003	1.7261440900000018	5.746698090000002	5.69936809	7.472878090000002	6.6152130899999975	1.51413509	2.823515090000001	6.212097910000004		4.30079009	6.309553090000001	3.57305809	8.076454910000002	7.9440609099999975		2.53788209		5.106794090000001	4.832292090000003	5.878923090000001	7.741846090000003	2.8120820900000005	7.919010910000004	1.9858259100000026	1.8301850900000005	1.91213209	1.4647560900000016	5.936441090000002	3.173652090000001			6.682294089999999	4.401014090000004	-0.7957629100000005	5.552952910000002		-1.58295691		4.103525089999998			3.766328090000002	2.2006410900000013	4.134031090000001	1.0897120900000026	1.5716380900000004	-4.632034909999998	6.40702091	-1.1999799099999997	0.5622140900000012	-0.14661590999999774	5.310917910000001	1.6010550900000027	-0.0059529099999977575	1.8990400899999997		-0.3280589099999993	0.0488700900000012	4.158030910000001	3.686618090000003		1.0722920900000013	6.811554909999998	3.248695090000002	7.369900909999998		0.40824308999999914	5.795330910000004	4.0430310899999995		1.8856010900000015	7.566373089999999	8.225680910000001	0.3398340900000001	1.3244260899999993	3.4444480900000016	5.176363090000002	5.790441090000002		2.54990909	0.6090160900000008	0.4291339100000009	3.2359140900000014	4.27097509		5.907461089999998	7.310058089999998	3.3436680900000013	5.024978089999998	7.67847209	2.5612200900000026	6.606884909999998	4.781423090000004	5.096883089999999	7.092518089999999	6.899953090000004	7.445175910000003	2.5973410900000005	7.274460910000002		4.929853090000002	7.348228089999999	4.195623089999998	6.055704089999999	6.765806089999998		2.870353090000002	7.407381090000001	4.19730809	7.415922090000002	4.147428089999998	5.728298090000003	4.346718090000003		6.7414340899999985	8.138038090000002	5.303748089999999	7.380540090000004	8.004848090000003	1.3658710900000024	4.2968075	0.4396530900000002	1.7901150900000005	4.564691090000004	7.952535089999998	-5.8172079100000005		6.853685089999999	1.9038080900000018	5.0474909100000005		1.0331740899999993	7.136724090000001	7.021798090000004	6.524658090000003	4.9724250900000015	4.247823090000004	6.718578090000001	6.737766909999998	7.11641109	6.115437910000004		7.458742090000001	6.2416700899999995			5.876778909999999	6.407434090000002	5.693714910000004	7.307800909999997	6.306294909999998	6.362057910000004	7.339538089999998	4.603878090000002		6.154668090000001	6.286886090000003	2.8664380900000026	6.340188089999998	4.370045910000002		6.097841090000003	8.18359091		8.376618090000001	8.472601089999998		8.259274910000002	7.976580910000003	8.270370910000004	7.672745910000003	2.3048450900000006		5.95200809	8.233060090000002	6.339050909999997				1.0429650899999992	5.802164089999998	4.775548090000001	6.884700909999999		7.175440909999999		8.401811090000002	8.208988089999998	-0.31598890999999796		-0.01952791000000076	6.718530909999998	6.337804089999999	8.576580910000004		8.02934809		4.415250090000001	4.1940130899999986	0
c4	3.376443090000002	6.115319910000004	0.47428709000000424	3.9644979100000057	5.5806180900000015	3.6386280900000045	-2.3395269099999965	5.015593090000003	4.047453090000005	6.045665910000004	4.994265910000003	1.2628980900000037	6.41130991	1.6771950900000014	4.841409910000003	6.276636090000004	-1.6078829099999972	5.106999910000006		-1.2898249099999965	2.208735090000001	6.432389910000005	-0.17204090999999622		8.095690090000005		-0.7347889099999989	7.072145910000003	8.350505910000003	3.298216090000004	2.473406090000001	-1.8624229099999958				4.512433090000002	2.5217400900000015	6.666233090000006	5.84388191	4.909103090000002	5.910727090000002	5.771017090000001		4.600748090000003	4.557313090000001	2.9974030900000024	6.19565309	-3.1413899099999973	-0.8192819099999973	0.8954910900000037	6.073480910000001	-3.233231909999997	3.7596859100000017	1.9523330900000033	6.097515910000006	2.818631090000004	5.910048090000004	-0.16635090999999846	0.9070340900000033	0.3222160900000013	1.9406830900000038	3.5457730900000044	4.700631910000006				5.468939089999999	6.215405910000001	0.4523390900000024	3.1681209100000025	-3.3095489099999966	3.197631910000002	2.8205660900000034	4.005872910000001	2.022133090000004	6.3232100900000034	4.837168090000006	7.4887930900000015	6.6747190900000035	0.5831870900000027	1.898474090000004	4.677823910000001	5.942103090000003	4.004293090000004	8.06145309	2.7694330900000033				-0.14095290999999577	7.015733090000005	2.182804090000001	3.2648910900000025	5.580736090000002	6.92042309	2.701039090000002		2.086299910000001	1.567043090000002	2.1042940900000033	1.969583090000004	3.658816090000002	1.7740000900000013			5.994665090000005	4.856089090000005	-1.6141489099999973	6.192132910000005	7.063283090000006	-2.369000909999997	6.359961090000006	3.0302300900000034	7.4505479100000045		1.0655270900000033	0.7748470900000015	3.0817820900000044	0.4137060900000016	0.9733550900000019	-6.2405429099999985	4.664725910000001	-1.6826209099999971	0.3391100900000019	-0.8603649099999977	5.275635910000005	0.12344309000000209	-0.045619909999995656	1.6278960900000037	5.3977299100000025	-1.3826769099999972	-1.1154379099999971	4.9219759100000005	4.7030530900000045		-0.18391990999999663	6.38916991	2.1428910900000027		6.819105090000001	-0.6377169099999982	5.7982729100000014	3.1447200900000034			6.572803090000001	6.1993309100000005	0.1300630900000037	1.0385780900000015	3.0809370900000026	3.5269300900000005	5.06841309	6.147393090000001	1.150860090000002	0.20507709000000318	-0.053581089999998	2.7702580900000022	3.7504530900000006	7.00853609	4.828535090000003	6.835558089999999	2.8376220900000035	4.76990309	6.825869090000005	2.0720160900000018	4.33668591	5.65144609	4.543203090000006	5.767466089999999	6.40957109	8.123948910000003	2.2374520900000014	7.976239910000004	7.411799090000002	2.4941750900000024	7.521750090000005	2.6135830900000023	2.367603090000003	6.835473090000001	7.1375260900000015	2.378855090000002		4.337859090000002	7.32941709	4.076731090000003	5.360445090000006	2.534294090000003	6.360635909999999	6.3288430899999994		5.518198090000006	7.042090090000002		1.4699690900000029	3.627171000000004	-1.0970269099999967	0.7713190900000022	4.19097309	7.327196090000001	-7.400818909999998		7.685149090000003	1.3912240900000015	6.230809910000005		0.32387009000000333		7.330373090000002	6.432103090000005	5.6493670900000055	3.4409580900000023	6.108370090000001	7.780377910000006	5.123659090000004	6.325015910000005			3.5036070900000027	7.722619910000006		6.042180910000006	3.8895930900000053	7.5276509100000055	7.6125459100000015	5.4428729100000055	4.557668910000004	6.045897090000004	3.5906430900000004	7.751620090000003	3.729293090000006	7.280169090000001	2.0162170900000014	5.813783090000001	4.488855910000005	7.6455560899999995	5.697723090000004		5.677773090000002	7.955759090000001	7.0508560900000035	5.795373090000005				6.254731910000004	1.9074210900000033		4.117979090000006		6.669635910000004	6.155066090000005			0.036269090000001114	6.412063090000004	3.642103090000006	6.653335910000003			7.9955759099999995	4.791029090000002	6.841863090000004	-1.3045869099999976	7.051985090000002	-1.1246619099999968	6.320685910000002	5.984866090000004			7.543745090000002		2.4684360900000044	4.288496090000002	0
c5	2.3696190900000005	5.82021791	-0.6682169099999982	4.322777910000003	4.098615089999999	2.8798480899999994	-1.0795269099999985	4.60041309	3.109213090000001	6.335785910000002	7.569603910000001	0.6917930900000009	8.69804091	1.4277400900000004	7.18377791	7.104780090000002	-0.09822890999999956	5.8458609100000025	8.226528910000003	-1.116092909999999	3.760208089999999	6.998673909999997	-0.024112909999999488	7.790843089999999	6.644586090000001	9.005631910000002	-4.063043910000001	5.44274991	8.22607091	3.21737409	0.7287800900000008	-1.355786909999999	7.924919910000003			4.425433090000002	3.26032309	4.937681090000002		4.169183090000001	6.9719130899999975	6.20130309			5.616183090000003	3.3867600899999992	4.4809630899999995	-0.5665189099999992	1.02123409	1.67811309		-0.33317990999999836	4.641285909999997	1.6886130900000005		1.8725200900000019	5.051797089999997	-0.08223690999999889	1.8618390900000001	0.39001809000000165	1.9060890900000018	3.2994880900000005	6.342535909999999	7.663465910000003		5.256097090000001	6.80553609	6.724682910000002	1.2153220900000008	4.561409909999998	-3.710470909999998	4.13042591	3.393978090000001	5.740280909999999	2.792991090000001	5.873739089999997	7.766353089999999		7.358503090000003	0.6926880900000008	2.1504380900000015	7.24411091	6.44108709	4.220033090000001	5.836019089999997	3.0271140900000013		6.659100910000003	6.23116791	-0.15166290999999887	3.9103630900000006	1.3823890900000002	1.1392000899999992	4.876003090000001		2.0395690900000005	5.802448909999999	0.8217099099999992	0.5739460899999997	2.252489090000001	4.402280090000001	5.406526090000003	2.965133090000002	6.38880309	5.61744809	7.50910309	4.24112809	-1.833265909999998	7.579689910000003	6.490816089999999	-2.6927229100000005	6.662803090000001	2.5546200900000002	5.884171910000003	8.106367090000003	0.8584490900000006	-0.38214690999999945	3.1580440900000006	0.8090280900000018	0.6729160900000011	-5.65457391	4.223728910000002	-1.7602469099999993	0.33689309000000023	-2.086652909999998	8.529831910000002	-0.5682819099999996	0.5263250900000003	1.7394030899999997	6.701435909999997	0.6033070900000013	-0.44081390999999925	4.079851909999999	4.47123109	7.486318090000001	-0.12211090999999996	6.668720910000001	3.9406710899999986	8.008667910000003	7.215875090000001	0.23344309000000152	7.977485910000002	4.372443090000001		2.2317750899999993	3.6303250899999995	7.951715910000001	1.3523120900000016	1.6411850900000005	2.03700409	3.1830150900000014	5.988153090000001		3.316190089999999	-2.1041399100000007	-1.9390440899999994	3.3415290900000016	4.037939090000002	7.21574309	4.603586090000004		3.745288089999999	4.365980089999997	6.701608089999997	1.6971070899999994	6.29877591	5.848983090000001	6.337770090000003	6.76304309		8.180050910000002	1.9245330900000006	6.77990591		0.21158909000000037	5.583753089999998	3.3137930900000008	0.9170970899999986		7.4772630899999974	3.7963290900000004	2.3558550899999986					1.5442960899999996	5.277607909999997	8.827035089999999	7.817273089999997			6.4493580900000005	2.447689090000001	1.76248	0.7078720899999986	0.6024950900000015	4.939343089999998	9.246835090000001	-6.506076910000001	7.637155090000004	5.439273089999997	1.8286850900000005	4.171019910000002	6.7434159099999995	-1.163484910000001		7.210687089999997	5.585901090000004	9.168939089999999	2.445543090000001	6.18957309	4.732899909999997	6.997381090000001	4.547915909999997	6.852129090000002		2.9609410899999986	6.3467719099999975		5.0754709100000035	3.5382090899999987		8.594151909999997	5.96013391	5.946232910000003	6.743837090000003	3.1030230900000006	7.7935080899999996	7.242120090000004	6.676003089999998	3.8671160899999997	6.71737809	4.175331910000001		4.991006090000003	8.084450909999997	6.528523090000004	7.516443089999999	7.507033090000004	5.009946090000003	6.802975909999997	9.137871909999998	8.29463591		1.8224710900000005	7.383648910000002	3.52726509	6.286113089999997	6.248305910000003	8.01651909	8.003758909999998	9.179361089999997	-1.4090769099999996	6.811703089999998	5.786726089999998	6.010998910000001	7.0829030899999985	8.19881191	6.695641910000003	2.7833930900000006		-2.71992191	6.980237089999999	-1.4528549099999992	5.546021909999997	5.536733090000002	8.279495909999998	6.907659089999999		8.262623090000002	1.176218089999999	3.4677860900000006	0
